EDRPOU,Name,Address,Contacts,KOATUU,Згенеровано відходів в тоннах,Відходів в одиницях Пзув,Відходи I класу,Відходи II класу,Відходи III класу,Відходи IV класу,2015_Згенеровано відходів в тоннах,2015_Відходів в одиницях Пзув,2015_Відходи I класу,2015_Відходи II класу,2015_Відходи III класу,2015_Відходи IV класу,2016_Згенеровано відходів в тоннах,2016_Відходів в одиницях Пзув,2016_Відходи I класу,2016_Відходи II класу,2016_Відходи III класу,2016_Відходи IV класу,2017_Згенеровано відходів в тоннах,2017_Відходів в одиницях Пзув,2017_Відходи I класу,2017_Відходи II класу,2017_Відходи III класу,2017_Відходи IV класу,2018_Згенеровано відходів в тоннах,2018_Відходів в одиницях Пзув,2018_Відходи I класу,2018_Відходи II класу,2018_Відходи III класу,2018_Відходи IV класу,2019_Згенеровано відходів в тоннах,2019_Відходів в одиницях Пзув,2019_Відходи I класу,2019_Відходи II класу,2019_Відходи III класу,2019_Відходи IV класу
00309699,ПрАТ КВТФ “Кремтекс”,"вул.29 Вересня,буд.11/19, м.Кременчук",kremteks@ukrpost.ua/(0536)742670,5310436100,283.779,3438.1479999999997,0.631,0.0,0.0,283.14799999999997,0.0,0.0,0.0,0.0,0.0,0.0,823.8739999999999,74.024,0.15,0.0,0.0,73.874,1356.764,117.012,0.248,0.0,0.0,116.764,776.51,61.65300000000001,0.14300000000000002,0.0,0.0,61.51000000000001,481.0,31.09,0.09,0.0,0.0,31.0
34963709,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРІН САЙТ МЕНЕДЖМЕНТ»,"03056, м.Київ, вулиця Польова, будинок 24",engineer@greensite.com.ua/044-593-71-12,8036100000,560.078,3434.5029999999997,0.5750000000000001,0.0,0.0,559.5029999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.85,147.0,0.15,0.0,0.0,146.85,1539.6530000000002,264.908,0.255,0.0,0.0,264.653,998.0,148.17,0.17,0.0,0.0,148.0
05498909,"Комунальна установа ""Обласна клінічна психіатрична лікарня"" Запорізької обласної ради","69600,м. Запоріжжя вул. Оріхівське шосе 10а",opbbuh10a@ukr.net/0665861994,2310136700,637.6220000000002,3430.984000000001,0.5499999999999999,0.08800000000000001,0.0,636.984,0.0,0.0,0.0,0.0,0.0,0.0,428.254,106.35799999999999,0.06,0.044000000000000004,0.0,106.25399999999999,789.9929999999998,213.148,0.111,0.044000000000000004,0.0,212.993,1287.238,212.453,0.215,0.0,0.0,212.238,925.4989999999999,105.663,0.16399999999999998,0.0,0.0,105.499
37441144,"Товариство з обмеженою відповідальністю ""Український центр поводження з відходами""","03065, м. Київ, вул. Козелецька, 24",info@ucpv.com.ua/(044)4559768,3510136600,3430.756,3430.756,0.0,0.0,0.0,3430.756,0.0,0.0,0.0,0.0,0.0,0.0,949.3380000000001,949.3380000000001,0.0,0.0,0.0,949.3380000000001,1776.418,1776.418,0.0,0.0,0.0,1776.418,705.0,705.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0
25716952,"ПАТ ""ПОЛТАВАОБЛЕНЕРГО"" (Красногорівська філія ПАТ ""ПОЛТАВАОБЛЕНЕРГО"")","36022, м. Полтава, вул. Старий Поділ, 5 (38341, с. Красногорівка, вул. Гоголя, 1/3)",kanc01@poe.pl.ua/(0532)516-359,5320281209,60.181999999999995,3428.594,0.36,0.064,31.364000000000004,28.394,0.0,0.0,0.0,0.0,0.0,0.0,386.98900000000003,9.436,0.057,0.0,1.89,7.489,1031.9389999999999,19.329,0.12300000000000001,0.0,8.117,11.089,1327.3080000000002,20.655,0.12300000000000001,0.032,13.792000000000002,6.707999999999999,682.3580000000002,10.762,0.057,0.032,7.565,3.108
05502462,"Приватне акціонерне товариство ""Івано-Франківське виробничо-торгівельне швейне підприємство ""Галичина""","76019, вул. Галицька, буд. 87, м. Івано-Франківськ",shvejna87@ukr.net/(0342)78-52-65,2610100000,98.06,3427.394,0.6659999999999999,0.0,0.0,97.39399999999999,0.0,0.0,0.0,0.0,0.0,0.0,646.8,11.927,0.127,0.0,0.0,11.8,1136.188,26.410000000000004,0.222,0.0,0.0,26.188,1020.206,35.40300000000001,0.19699999999999998,0.0,0.0,35.205999999999996,624.2,24.32,0.12,0.0,0.0,24.2
38452492,ТОВ «Білоцерківський завод препаративних форм»,"Київська обл., м. Біла Церква, вул. Леваневського, 85",natalia.sova@alfasmartagro.com/(0456)30-80-45,3220400000,1339.6270000000002,3422.4790000000007,0.045,3.377,3.5260000000000002,1332.6789999999999,0.0,0.0,0.0,0.0,0.0,0.0,151.335,58.022,0.0,0.187,0.0,57.835,896.9739999999998,404.5,0.015,0.7849999999999999,0.526,403.17400000000004,1529.97,506.19,0.015,1.7049999999999998,2.0,502.47,844.2,370.915,0.015,0.7,1.0,369.2
00953869,"Приватне акціонерне товариство ""Божедарівський елеватор""","52323, Дніпропетровська обл, Криничанський р-н, смт, Божедарівка, вул. Виконкомівська,1",korobka.sofiya@dniproagro.com/0565423133,1222055700,2916.328200000001,3422.275,0.0022,0.7839999999999999,2.117,2913.425,377.666,350.221,0.0,0.055,0.0,350.166,879.029,717.543,0.0,0.243,0.821,716.4789999999999,1091.397,938.7310000000001,0.0,0.243,0.6409999999999999,937.847,956.7360000000003,798.3850000000003,0.001,0.243,0.655,797.4860000000003,117.447,111.4482,0.0012,0.0,0.0,111.447
26156515,"Дочірнє підприємство ""Черкаський облавтодор"" філія ""Звенигородська ДЕД""","18006 м.Черкаси, бул.Шевченка,389 (місцезнах.: Черкаська обл., м.Звенигородка, вул.Пилипа Орлика,42)",oad-eco@ukr.net/0472-73-34-60,7121210100,109.51,3422.01,0.635,0.24,0.375,108.26,0.0,0.0,0.0,0.0,0.0,0.0,933.16,8.345,0.185,0.0,0.0,8.16,830.05,34.154999999999994,0.15,0.08,0.125,33.8,836.35,40.455,0.15,0.08,0.125,40.1,822.45,26.555,0.15,0.08,0.125,26.2
30608020,"ТОВ ""Тандем СВ""","пров. Дмитра Дорошенка, 8, м. Суми, 40022",tandemsv1999@ukr.net/0542782084,5910136600,15.9668,3419.264,0.4871,1.923,0.1777,13.379000000000001,0.0,0.0,0.0,0.0,0.0,0.0,591.8,2.08,0.1,0.18,0.0,1.8,1026.069,5.6402,0.1362,0.6799999999999999,0.005,4.819,992.395,5.0066000000000015,0.1409,0.563,0.0427,4.26,809.0,3.24,0.11,0.5,0.13,2.5
32413814,"Дочірнє підприємство ""Водоочистка"" Товариства з обмеженою відповідальністю ""Водоторгприлад""","вулиця Ярославського, будинок 15, місто Охтирка, сумська область, 42700",tovvtp@gmail.com/0544625521,5910200000,1529.25,3418.55,0.34500000000000003,0.30000000000000004,0.30500000000000005,1528.3,0.0,0.0,0.0,0.0,0.0,0.0,204.06,204.011,0.0,0.0,0.001,204.01,1138.46,508.67699999999996,0.115,0.1,0.102,508.36,1132.53,502.74699999999996,0.115,0.1,0.102,502.43,943.5,313.815,0.115,0.1,0.1,313.5
35414585,"ТОВ ""Тернофарм""","м. Тернопіль, вул. Фабрична,4",ternopharm@ternopharm.com.ua/(067)53-70-61,6110100000,237.00400000000002,3415.823,0.398,0.053000000000000005,23.73,212.823,0.0,0.0,0.0,0.0,0.0,0.0,583.443,21.199,0.064,0.033,4.609,16.493,1497.815,71.07,0.224,0.02,6.061,64.765,1095.865,103.025,0.1,0.0,10.06,92.865,238.7,41.71,0.01,0.0,3.0,38.7
01996639,Комунальне неприбуткове підприємство «Клінічна лікарня швидкої медичної допомоги м.Львова»,"79059, м.Львів, вул..Миколайчука,9",borys0@ukr.net/032 252-75-90,4610137500,1975.7280000000005,3415.44,0.28800000000000003,0.0,0.0,1975.4400000000005,0.0,0.0,0.0,0.0,0.0,0.0,466.536,316.566,0.03,0.0,0.0,316.536,1045.105,655.1830000000001,0.078,0.0,0.0,655.105,1066.816,666.8960000000002,0.08,0.0,0.0,666.8160000000001,836.9830000000003,337.083,0.1,0.0,0.0,336.983
04270564,"ТОВ ""Сузір""я-Попружна""",09435 Київська обл. Ставищенський р-н с.Попружна вул Незалежності 18,Spopr@ukr.net/0956186052,3224284801,1138.42,3414.3,0.3200000000000001,0.0,13.8,1124.3000000000004,0.0,0.0,0.0,0.0,0.0,0.0,740.1,262.77000000000004,0.07,0.0,2.6,260.1,1570.25,548.45,0.15000000000000002,0.0,5.550000000000002,542.75,967.05,306.43999999999994,0.09,0.0,4.300000000000002,302.0499999999999,136.9,20.76,0.01,0.0,1.35,19.4
39699776,"ТзОВ ""ЕН СІ ІнжинірингУкраїна""","м.Львів, вул. Садова , 9А",yaroslav.melko@gmail.com/032 245 2655,4610136300,383.7379,3412.9379,0.03,5.77,0.0,377.9379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.8079,168.97789999999995,0.02,2.15,0.0,166.8079,1203.53,120.655,0.005,2.12,0.0,118.53,867.6,94.105,0.005,1.5,0.0,92.6
33404690,"ТОВ ""Система-інвест""","04080, м. Київ, вул. Кирилівська, 53",n.morozovska@s-i.kiev.ua/044-501-52-09,8038000000,2624.1610000000005,3406.815,0.038,0.162,10.446,2613.515000000001,342.472,102.9065,0.0045,0.0,4.43,98.47200000000001,845.6759999999998,490.5815,0.0185,0.046,4.891,485.626,955.837,801.3800000000001,0.015,0.081,0.7969999999999999,800.4870000000002,849.182,815.645,0.0,0.035,0.32799999999999996,815.2819999999998,413.648,413.648,0.0,0.0,0.0,413.648
00740599,"ПрАТ ""Львівський локомотиворемонтний завод""","79018, м. Львів, вул. Залізнична, 1А",/0322332174,4610136300,309.3280000000001,3406.752,0.07,5.506,0.0,303.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.322,38.975,0.0,1.153,0.0,37.821999999999996,1957.43,233.753,0.07,2.753,0.0,230.93,835.0,36.6,0.0,1.6,0.0,35.0
38456125,"ТОВ ""АТП-М","м. Новоград-Волинський, Житомирська обл (89600,Закарпатська обл. м.Мукачеве, вул.Берегівська обї,11)",tov/atpm@gmail.com/0503372447,1811000000,29.188600000000005,3405.95,0.0586,6.18,0.0,22.95,0.0,0.0,0.0,0.0,0.0,0.0,901.825,5.5166,0.0116,1.68,0.0,3.825,1100.65,9.6686,0.0186,2.0,0.0,7.65,850.6500000000002,9.1686,0.0186,1.5,0.0,7.65,552.825,4.8348,0.0098,1.0,0.0,3.825
38579804,"Товариство з обмеженою відповідальністю ""ЗАПОВІТ КОБЗАРЯ""","64401, Харківська область, Зачепилівський район, с.Кочетівка, вул. Будівельна, 9",/05754-93-2-45,6322281502,1674.1749999999995,3404.965,0.30000000000000004,0.36,1.0499999999999998,1672.465,0.0,0.0,0.0,0.0,0.0,0.0,996.655,419.725,0.1,0.12,0.35,419.155,996.655,419.725,0.1,0.12,0.35,419.155,415.0,415.0,0.0,0.0,0.0,415.0,996.655,419.725,0.1,0.12,0.35,419.155
36575504,"ТОВ ""Пеллет-Енерго Ємільчино""","11201, Житомирська обл, смт. Ємільчине, вул. Соборна, 2",alexey.vysotsky07@gmail.com/0677943676,1821755100,1400.1979999999999,3403.32,0.30500000000000005,0.8320000000000001,1.291,1397.77,0.0,0.0,0.0,0.0,0.0,0.0,410.0,240.37599999999998,0.021,0.105,0.25,240.0,1677.55,362.531,0.21600000000000003,0.434,0.381,361.5,773.47,472.29900000000004,0.036000000000000004,0.183,0.61,471.47,542.3,324.992,0.032,0.11,0.05,324.8
31881723,"ТОВ ""Трансгаз""","Житомирська обл., Новоград-Волинський р-н., с. Наталівка, вул. Київська, 2",tranzgaz@ukr.net/0414169977,1824083701,220.7838,3402.25,0.1398,4.886,0.908,214.85,0.0,0.0,0.0,0.0,0.0,0.0,455.9,50.576,0.057999999999999996,0.2,0.318,50.0,992.0,102.06299999999999,0.023,1.5,0.54,100.0,978.85,34.5548,0.0208,1.6840000000000002,0.0,32.85,975.5,33.59,0.038,1.5019999999999998,0.05,32.0
30797746,"Комунальне підприємство Білоцерківської міської ради ""Білоцерківський вантажний авіаційний комплекс""","09104, Київський обл., м.Біла Церква, вул. Гайок 4а",bvak@ukr.net/0456344592,3210300000,794.595,3397.4,0.465,0.4300000000000001,1.3,792.4,0.0,0.0,0.0,0.0,0.0,0.0,956.0,181.65,0.15,0.0,0.5,181.0,833.9,354.5270000000001,0.087,0.04,0.5,353.9,1334.5,215.138,0.198,0.24,0.2,214.5,273.0,43.28,0.03,0.15,0.1,43.0
00222189,"Приватне акціонерне товариство ""Іршавський абразивний завод""","90100, м. Іршава, вул. Федорова, 12",irhavabraziv@gmail.com/0314421135,2121910100,608.7224000000001,3393.9122,0.1668,0.6098000000000001,33.6136,574.3322000000002,0.0,0.0,0.0,0.0,0.0,0.0,253.325,35.686,0.03,0.0,1.381,34.275,1263.6722,203.76,0.0693,0.4467,10.0118,193.2322,983.89,192.5402,0.0525,0.0769,10.0108,182.4,893.025,176.73620000000003,0.015,0.0862,12.21,164.425
39398625,"ТОВ ""Комбінат Баранкових Виробів""","20250, Черкаська область, м. Ватутіне, вул. Транспортна, 33",kbv.op2@gmail.com/0474062319,7110200000,1679.5440999999996,3391.534,0.2891,0.35100000000000003,1.87,1677.034,0.0,0.0,0.0,0.0,0.0,0.0,593.724,470.5645,0.0225,0.0,0.218,470.324,1354.29,721.9306,0.1026,0.147,0.941,720.74,1112.87,394.345,0.122,0.154,0.649,393.42,330.65,92.704,0.042,0.05,0.062,92.55
30641508,"ТОВ ""Мелітопольський завод автотракторних запчастин""","72356, Запорізька обл., Мелітопольський р-н., с. Обільне, вул. Залізнична, 16",ecologat@ukr.net/0619-41-50-84,2323084002,1602.1789999999999,3389.663,0.34,0.17600000000000002,0.0,1601.6629999999998,0.0,0.0,0.0,0.0,0.0,0.0,631.252,266.343,0.071,0.02,0.0,266.252,1775.061,841.318,0.179,0.078,0.0,841.061,983.35,494.518,0.09,0.078,0.0,494.35,0.0,0.0,0.0,0.0,0.0,0.0
37630094,"ТОВ ""АВТОДОМ-Н""","54028, м.Миколаїв, вул.Космонавтів, 81/1",bugalteria@honda.mk.ua/(0512)58-14-91,4810136900,85.6266,3384.3009999999995,0.04860000000000001,5.960000000000001,1.6670000000000005,77.95100000000002,183.396,4.4474,0.0054,0.3,0.046,4.096,896.9199999999997,10.5604,0.0144,1.6,0.326,8.620000000000001,835.6149999999999,10.6452,0.0102,1.5,0.52,8.615,840.1700000000002,39.3846,0.0096,1.46,0.495,37.42,628.2,20.589000000000002,0.009000000000000001,1.1,0.28,19.2
37747547,"ТОВ,,Агро-Регіон Бориспіль,,","08320, Київська область, Бориспільський район, село Велика Олександрівка, вул. Соборна, буд.59",matri-eco@ukr.net/097 746 0020,3220880901,560.368,3383.100000000001,0.038000000000000006,0.0,53.73,506.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.5,132.339,0.009000000000000001,0.0,12.33,120.0,1688.8,280.129,0.019000000000000003,0.0,26.81,253.3,912.8,147.9,0.01,0.0,14.59,133.3
36986403,"Товариство з обмеженою відповідальністю ""ЛЮКС ЛОГІСТИК""","62371, Харківська обл, Дергачівський р-н, с. Подвірки, пров. Акварельний,1-3",/057-758-25-27,6322057602,267.8429,3381.72,0.6229,0.0,0.0,267.22,0.0,0.0,0.0,0.0,0.0,0.0,117.25,42.265,0.015,0.0,0.0,42.25,1151.31,82.0239,0.2139,0.0,0.0,81.81,1163.16,93.374,0.214,0.0,0.0,93.16,950.0,50.18,0.18,0.0,0.0,50.0
02004947,"Комунальне некомерційне підприємство ""Перша Черкаська міська лікарня""","18009, м. Черкаси, вул. Дахнівська, 32",ch_ml1@ukr.net/(0472)540200,7110136700,1386.4029999999998,3380.784,0.375,0.0,2.444,1383.5839999999998,0.0,0.0,0.0,0.0,0.0,0.0,735.8539999999997,249.29,0.092,0.0,0.544,248.65400000000002,1021.18,460.223,0.10300000000000001,0.0,0.94,459.18,1230.165,477.184,0.145,0.0,0.574,476.465,393.585,199.706,0.035,0.0,0.386,199.285
14208610,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""НИВА"" ІНСТИТУТУ РОЗВЕДЕННЯ І ГЕНЕТИКИ ТВАРИН ІМЕНІ М.В.ЗУБЦЯ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","20009, Черкаська обл., Христинівський район, с. Христинівка, вул. Садова, буд. 1",niva.irgt@mail.ua/0974836853,7124687501,15.3,3379.86,0.6,0.72,0.12,13.86,0.0,0.0,0.0,0.0,0.0,0.0,563.31,2.55,0.1,0.12,0.02,2.31,1126.62,5.1,0.2,0.24,0.04,4.62,1126.62,5.1,0.2,0.24,0.04,4.62,563.31,2.55,0.1,0.12,0.02,2.31
39340596,"ТОВ""ДОМІАН""","02002,м.Київ,вул.Раїси Окіпної,буд.No8-Б,офіс 17",office@domian-bud.com/0442250605,8036300000,2451.7288,3379.7,0.0288,0.0,16.0,2435.7,0.0,0.0,0.0,0.0,0.0,0.0,541.05,505.0572,0.0072,0.0,0.0,505.05,1840.35,1376.3644,0.0144,0.0,8.0,1368.35,998.3,570.3072,0.0072,0.0,8.0,562.3,0.0,0.0,0.0,0.0,0.0,0.0
00489780,Інститут біоенергетичних культур і цукрових буряків НААН України,"03141, м. Київ, Солом’янський р-н, вул. Клінічна, 25",Vyrobn.isb@ukr.net/275-53-44,8038900000,963.7769999999999,3377.554,0.478,0.0,0.4950000000000001,962.804,339.75,112.296,0.045,0.0,0.051,112.2,892.2909999999998,261.193,0.125,0.0,0.127,260.94100000000003,854.415,258.408,0.11800000000000001,0.0,0.125,258.165,782.055,211.533,0.113,0.0,0.115,211.305,509.043,120.34700000000001,0.077,0.0,0.077,120.193
34973979,"ТзОВ ""Веселе -Агро""","45611, Луцький район, с.Веселе, вул. Торчинська,3",office-vsa@agroprosperis.com/0332793443,0722881201,594.1899999999998,3377.140000000001,0.2,2.4000000000000004,11.95,579.64,665.5,67.6,0.1,0.0,2.0,65.5,1431.2,135.6,0.1,1.3,3.0,131.2,900.84,168.19,0.0,1.1,3.75,163.34,341.6,184.8,0.0,0.0,3.2,181.6,38.0,38.0,0.0,0.0,0.0,38.0
01241616,"Товариство з обмеженою відповідальністю ""ВІКТОРІЯ""","64407, Харківська область, Зачепилівський район, с. Нагірне, вул. Плеханова, 20",/05761-5-55-80,6322255101,272.6,3376.04,0.4,2.0,2.16,268.04,0.0,0.0,0.0,0.0,0.0,0.0,819.01,43.15,0.1,0.5,0.54,42.01,869.01,93.15,0.1,0.5,0.54,92.01,869.01,93.15,0.1,0.5,0.54,92.01,819.01,43.15,0.1,0.5,0.54,42.01
34070636,"ТОВ "" Птахофабрика Крупець ""","35541, Вул. Довга 69, с. Крупець , Радивилівський район, Рівненська обл.",info@krupets.com.ua/03633-30131,5625884800,715.8800000000001,3374.0879999999997,0.392,1.4,0.0,714.0880000000002,0.0,0.0,0.0,0.0,0.0,0.0,217.63400000000001,107.728,0.013999999999999999,0.08,0.0,107.634,1115.433,211.01,0.13699999999999998,0.44,0.0,210.433,1077.5210000000004,223.03400000000002,0.133,0.38,0.0,222.521,963.5,174.108,0.10800000000000001,0.5,0.0,173.5
20427350,"ТОВ ""ГРАНТЕХ""","10004, Житомирська обл., Житомирський р-н, с. Довжик, вул. Нескорених, 22",granteh1994@gmail.com/0674102046,1822083202,1162.2999,3373.1862,0.3262999999999999,0.9194,2.468,1158.5862000000004,0.0,0.0,0.0,0.0,0.0,0.0,713.158,156.23299999999998,0.105,0.02,0.45,155.658,1088.48,337.135,0.1346,0.0524,1.068,335.88,1072.9482,412.3559,0.0557,0.7020000000000001,0.65,410.9482,498.6,256.57599999999996,0.031,0.145,0.3,256.1
03328675,"Комунальне підприємство ""ЧЕРКАСИЕЛЕКТРОТРАНС"" ЧЕРКАСЬКОЇ МІСЬКОЇ РАДИ","Проспект Хіміків, буд. 82, м.Черкаси, Україна, 18036",trollck@ukrpost.ua/(0472)64-56-60,7110100000,233.6905,3370.864,0.17,4.35,2.3815,226.78900000000002,0.0,0.0,0.0,0.0,0.0,0.0,82.41,12.078,0.008,0.05,0.11,11.91,1218.118,81.6817,0.076,1.45,0.6727,79.483,1089.941,78.0809,0.048,1.45,0.9869,75.596,980.395,61.8499,0.038,1.4,0.6119,59.8
33065515,Товариство з обмеженою відповідальністю «Новопак СВ»,"09230, Київська обл., м. Ржищів, вул. Радіаторна, 42",novopaksv@gmail.com/(04573)2-25-11,3211300000,909.2575,3368.02,0.3345,0.0,16.053,892.87,0.0,0.0,0.0,0.0,0.0,0.0,546.3,113.20200000000001,0.036000000000000004,0.0,5.166,108.0,1265.12,249.0355,0.1185,0.0,8.647,240.27,825.6,320.81,0.09,0.0,1.12,319.6,731.0,226.21,0.09,0.0,1.12,225.0
31796759,"Товариство з обмеженою відповідальністю ""Борова-Агро""","63801, Харківська обл., Борівський район, смт Борова, вул. Привокзальна,8",/(05759)6-17-76,6321055100,1416.543,3366.04,0.3760000000000001,0.087,0.54,1415.54,0.0,0.0,0.0,0.0,0.0,0.0,981.5,160.347,0.16,0.027000000000000003,0.16,160.0,1439.52,750.373,0.133,0.03,0.19,750.02,945.02,505.82300000000004,0.083,0.03,0.19,505.52,0.0,0.0,0.0,0.0,0.0,0.0
00706786,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОЛОС""","63702, Харківська обл, місто Куп’янськ, вул. Сватівська, будинок 49",/057-66-5-37-63,6323281001,109.5464,3364.5170000000007,0.5054,0.8050000000000002,6.6690000000000005,101.56700000000001,0.0,0.0,0.0,0.0,0.0,0.0,187.47,21.930999999999997,0.009000000000000001,0.235,0.067,21.62,1512.025,44.6779,0.2429,0.30000000000000004,2.1100000000000003,42.025,1154.452,31.5635,0.1805,0.22,2.261,28.901999999999997,510.57,11.374,0.073,0.05,2.231,9.02
01354485,Приватне акціонерне товариство «Спецбудмаш»,"07400, Київська обл., м. Бровари, вул. Щолківська, буд. 4",office@sbm-503.com/(04594) 53016,3210600000,1785.2729999999995,3363.838,0.275,0.0,4.16,1780.838,0.0,0.0,0.0,0.0,0.0,0.0,483.425,253.768,0.043,0.0,0.3,253.425,1234.6059999999998,590.8240000000002,0.11800000000000001,0.0,1.1,589.606,1023.607,612.531,0.064,0.0,1.86,610.607,622.2,328.15,0.05,0.0,0.9,327.2
31408520,"ТОВ ""АРСАН-БУД""","08300, Київська обл., м. Бориспіль, вул. Героїв Небесної Сотні, 32, оф. 5",arsan.bud@ukr.net/067-406-54-09,8039100000,2405.6046,3361.58,0.0246,0.0,17.0,2388.58,0.0,0.0,0.0,0.0,0.0,0.0,601.7,439.70300000000003,0.003,0.0,3.0,436.7,1810.88,1395.8944,0.0144,0.0,7.0,1388.88,949.0,570.0072,0.0072,0.0,7.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0
32813696,"Дочірнє підприємство ""Ензим""","24321 Вінницька обл., м. Ладижин, вул. Хлібозаводська, 2",e.chubatyuk@enzim.biz/0679353129,0510600000,404.6513,3360.56,0.5913,0.0,0.0,404.06,0.0,0.0,0.0,0.0,0.0,0.0,486.0,61.085,0.085,0.0,0.0,61.0,1000.28,130.454,0.17400000000000002,0.0,0.0,130.28,1201.89,141.6021,0.2121,0.0,0.0,141.39,672.39,71.5102,0.1202,0.0,0.0,71.39
13549845,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПОПІЛЬНЯНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","13501 Житомирська обл., смт Попільня вул. Б.Хмельницького ,61",poplisgospadm@ukr.net/04137-5-11-1,1824755100,88.5,3357.2,0.4,0.0,25.9,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.2,13.2,0.1,0.0,7.9,5.2,1686.0,49.2,0.2,0.0,13.0,36.0,771.0,26.1,0.1,0.0,5.0,21.0
33697003,«АКВ Українське каолінове товариство»,"22130, Вінницька обл. Козятинський р-н. смтГлухівці, вул. Заводська, буд. 1",Kryzhanivska.Vita@akw-kaolin.com/(04342)3-17-49,0521455500,410.01439999999985,3356.37,0.1524,4.3,0.792,404.76999999999987,0.0,0.0,0.0,0.0,0.0,0.0,570.036,72.5694,0.0144,0.84,0.129,71.586,1086.23,139.95,0.051,1.36,0.259,138.27999999999997,1100.982,132.2995,0.0615,1.3,0.256,130.68200000000002,599.122,65.1955,0.0255,0.8,0.14800000000000002,64.222
32428553,"Товариство з обмеженою відповідальністю ""Нерум""","65014, м.Одеса, Приморський р-н, вул. Канатна, 11, кв. 6",/048-777-35-35,6310136300,1896.76,3354.817,0.271,0.2,0.07200000000000001,1896.217,0.0,0.0,0.0,0.0,0.0,0.0,615.691,375.73900000000003,0.048,0.0,0.0,375.691,1432.066,717.25,0.133,0.1,0.001,717.0160000000002,952.56,501.711,0.08,0.1,0.021,501.51,354.5,302.06,0.01,0.0,0.05,302.0
35025914,"Товариство з обмеженою відповідальністю ""Грейн Інновейшн Системз""","37600 вул. Раскової буд.62, м. Миргород Полтавської обл.",Grain.Innovation@gmail.com/05355 40358,5310900000,1235.2898,3354.556,0.2738,1.4980000000000002,0.062,1233.4560000000001,0.0,0.0,0.0,0.0,0.0,0.0,195.688,91.0575,0.0115,0.09300000000000001,0.015,90.93799999999999,1174.098,488.1121,0.08109999999999999,0.56,0.023,487.44800000000004,1482.59,526.5876000000002,0.1256,0.6559999999999999,0.016,525.79,502.18,129.5326,0.0556,0.18899999999999997,0.008,129.28
05408680,ТДВ «Рокитнянський спецкар’єр»,"09600, Київська обл., Рокитнянський р-н, смт. Рокитне, вул. Білоцерківська, буд. 1",rkdz@comspec.com.ua/(04562)5-15-77,3223755100,29.818,3351.4,0.47,1.948,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,538.5,4.893,0.075,0.318,0.0,4.5,1107.1,9.901,0.155,0.6459999999999999,0.0,9.1,1137.2,10.016,0.16,0.6559999999999999,0.0,9.2,568.6,5.008,0.08,0.32799999999999996,0.0,4.6
34633218,"Товариство з обмеженою відповідальністю ""ПАК ІМПЕКС""","61003, м. Харків, м-н Павлівський, 8",/758-66-35,6310136900,115.31099999999998,3351.348,0.523,1.1700000000000002,0.77,112.848,0.0,0.0,0.0,0.0,0.0,0.0,931.498,25.061,0.153,0.27,0.14,24.498,1422.55,57.19,0.21,0.6,0.33,56.05,997.3,33.059999999999995,0.16,0.3,0.3,32.3,0.0,0.0,0.0,0.0,0.0,0.0
33100376,"Приватне акціонерне товариство ""Природні ресурси""","01021,м.Київ,Кловський узвіз,буд.7 А""(місце здійс.діяль.:37210,Полтав.обл.Лохвиц.р- н,Жабків с.р.ТЗСУ",roman.knysh@geo-alliance.com.ua/0676572175,5322684001,759.5219999999999,3351.139,0.478,0.405,0.0,758.6389999999999,0.0,0.0,0.0,0.0,0.0,0.0,864.182,183.01,0.115,0.213,0.0,182.68200000000002,1601.1570000000002,375.50300000000004,0.234,0.11199999999999999,0.0,375.157,885.8,201.009,0.129,0.08,0.0,200.8,0.0,0.0,0.0,0.0,0.0,0.0
31369471,"ПП ""Крупське""","19760 Черкаська область, Золотоніський район, с. Крупське, вул. Наталії Ужвій, 27",larisariabenko@ukr.net/0984395147,7121587001,554.024,3350.9309999999996,0.5379999999999999,0.211,0.044,553.231,0.0,0.0,0.0,0.0,0.0,0.0,235.4,70.148,0.032,0.01,0.006,70.1,1050.99,106.85700000000001,0.182,0.067,0.018000000000000002,106.59,1070.0639999999999,226.303,0.162,0.067,0.01,226.064,994.477,150.716,0.162,0.067,0.01,150.477
